denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,denominationUsuelleEtablissement,sigleUniteLegale2,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,trancheEffectifsEtablissement,activitePrincipaleUniteLegale sous-classe,activitePrincipaleUniteLegale classe,activitePrincipaleUniteLegale groupe,activitePrincipaleUniteLegale division,activitePrincipaleUniteLegale section,etablissementSiege,activitePrincipaleEtablissement sous-classe,activitePrincipaleEtablissement classe ,activitePrincipaleEtablissement groupe ,activitePrincipaleEtablissement division,activitePrincipaleEtablissement section,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement
CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS,CASVP,,,,,CASVP,PARIS 2EME SECTION,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,False,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,11,,RUE,DUSSOUBS,75002,PARIS 2,,75102,0,,,0,,,,0,,,0,,
CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS,CASVP,,,,,CASVP,PARIS 5EME SECTION,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,False,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,19 BIS ET 21,19,B,PL,DU PANTHEON,75005,PARIS 5,,75105,0,,,0,,,,0,,,0,,
CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS,CASVP,,,,,CASVP,CLUB KELLER,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,False,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,18,,RUE,KELLER,75011,PARIS 11,,75111,0,,,0,,,,0,,,0,,
CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS,CASVP,,,,,CASVP,CLUB DELBET,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,False,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,07-Sep,7,,RUE,FURTADO HEINE,75014,PARIS 14,,75114,0,,,0,,,,0,,,0,,
CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS,CASVP,,,,,CASVP,PERMANENCE SOCIALE ACCUEIL BASTILLE,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,False,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,5,,RUE,LACUEE,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS,CASVP,,,,,CASVP,SSIAD,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,False,Activités des infirmiers et des sages-femmes,Autres activités pour la santé humaine,Autres activités pour la santé humaine,Activités pour la santé humaine,Santé humaine et action sociale,,5,,BD,DIDEROT,75012,PARIS 12,,75112,0,,,0,,,,0,,,0,,
CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS,CASVP,,,,,CASVP,EHPAD ALICE PRIN,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,False,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,5 A 17,5,,RUE,MARIA HELENA VIEIRA DA SILVA,75014,PARIS 14,,75114,0,,,0,,,,0,,,0,,
CAISSE ECOLES 5 EME ARRONDISSEMENT PARIS,,,,,,,CDE,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,21,,PL,DU PANTHEON,75005,PARIS 5,,75105,0,,,0,,,,0,,,0,,
CAISSE DES ECOLES DU 7EME ARRONDISSEMENT,,,,,,,CDE,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,116,,RUE,DE GRENELLE,75007,PARIS 7,,75107,0,,,0,,,,0,,,0,,
CAISSE DES ECOLES DU 8E ARRONDISSEMENT,,,,,,,CDE,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,3,,RUE,DE LISBONNE,75008,PARIS 8,,75108,0,,,0,,,,0,,,0,,
CAISSE DES ECOLES DU 9E ARRONDISSEMENT,,,,,,,CDE,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,6,,RUE,DROUOT,75009,PARIS 9,,75109,0,,,0,,,,0,,,0,,
EHPAD ARTHUR VERNES,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,20,,RUE,DES FOSSES,77250,MORET-LOING-ET-ORVANNE,,77316,0,,,0,,,,0,,,0,,
EHPAD LES JARDINS DE CHAGOT,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,36,,RUE,DE L'HOTEL DE VILLE,77890,BEAUMONT-DU-GATINAIS,,77027,0,,,0,,,,0,,,0,,
EHPAD LE MARAIS,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,25,B,RUE,ERNEST DELBET,77320,LA FERTE-GAUCHER,,77182,0,,,0,,,,0,,,0,,
EHPAD DE ROZAY EN BRIE,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,1,,RUE,DE L HOSPICE,77540,ROZAY-EN-BRIE,,77393,0,,,0,,,,0,,,0,,
EHPAD BRAY SUR SEINE,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,217,,RUE,SCHWEITZER,77480,BRAY-SUR-SEINE,,77051,0,,,0,,,,0,,,0,,
EHPAD CHATEAU DE CHALLEAU,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,0,,,CHATEAU DE CHALLEAU,77130,DORMELLES,,77161,0,,,0,,,,0,,,0,,
EHPAD LES TAMARIS,EHPAD,,,,,EHPAD,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,13,,AV,FUSSY,77840,CROUY-SUR-OURCQ,,77148,0,,,0,,,,0,,,0,,
EHPAD AU COIN DU FEU,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,9,T,RUE,DU GENERAL DE GAULLE,77230,DAMMARTIN-EN-GOELE,,77153,0,,,0,,,,0,,,0,,
EHPAD DE DONNEMARIE DONTILLY,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,12,,RUE,DU PARC,77520,DONNEMARIE-DONTILLY,,77159,0,,,0,,,,0,,,0,,
EHPAD LES ORMES SUR  VOULZIE,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,6,,RUE,COUTUR,77134,LES ORMES-SUR-VOULZIE,,77347,0,,,0,,,,0,,,0,,
EHPAD MATHURIN FOUQUET,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,1,,RUE,DU PETIT PONT,77920,SAMOIS-SUR-SEINE,,77441,0,,,0,,,,0,,,0,,
CENTRE COMMUNAL D ACTION SOCIALE,CCAS,,,,,CCAS,,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,2,,RUE,DE VERDUN,77170,BRIE-COMTE-ROBERT,,77053,0,,,0,,,,0,,,0,,
CENTRE COMMUNAL D'ACTION SOCIALE,,,,,,,CCAS,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,40,,RUE,GRANDE,77300,FONTAINEBLEAU,,77186,0,,,0,,,,0,,,0,,
EHPAD LES PATIOS,,,,,,,,,,50 à 99 salariés,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,True,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,Hébergement médicalisé,Hébergement médico-social et social,Santé humaine et action sociale,,6,,AV,VOLTAIRE,77370,NANGIS,,77327,0,,,0,,,,0,,,0,,
MAISON D'ENFANTS A CARACTERE SOCIAL,,,,,,,,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,,16,,RUE,DU GENERAL-LECLERC,77138,LUZANCY,,77265,0,,,0,,,,0,,,0,,
CTRE COM ACTION SOCIALE DE LOUVECIENNES,,,,,,,CCAS,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,MAIRIE,30,,RUE,DU GENERAL LECLERC,78430,LOUVECIENNES,,78350,0,,,0,,,,0,,,0,,
CENTRE COMMUNAL D' ACTION SOCIALE,CCAS,,,,,CCAS,,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,MAIRIE,6,,IMP,DES GENDARMES,78000,VERSAILLES,,78646,0,,,0,,,,0,,,0,,
CAISSE DES ECOLES DE MARLY LE ROI,,,,,,,CDE,,,50 à 99 salariés,Action sociale sans hébergement n.c.a.,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Action sociale sans hébergement,Santé humaine et action sociale,True,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement,Action sociale sans hébergement,Santé humaine et action sociale,MAIRIE,0,,PL,DU GENERAL DE GAULLE,78160,MARLY-LE-ROI,,78372,0,,,0,,,,0,,,0,,
