AdresseEtablissementPrive,NomEtablissementPrive
39 RUE GRANDE FONTAINE 78100 SAINT-GERMAIN-EN-LAYE,"['Lycee Saint-Augustin', 'College Saint-Augustin', 'Lycee Saint-Augustin']"
39 RUE TARBE DES SABLONS 95600 EAUBONNE,"['Ecole primaire privee Sainte Marguerite', 'Ecole Privee Sainte-Marguerite']"
4 AVENUE ROBERT SCHUMAN 92100 BOULOGNE-BILLANCOURT,"['College Dupanloup', 'Ecole primaire privee Dupanloup', 'Ecole Privee Dupanloup']"
4 PLACE DE LA REPUBLIQUE 91170 VIRY-CHATILLON,"['Ecole primaire privee Notre-Dame', 'Ecole Privee Notre-Dame - Institut Notre-Dame St-Denis St-Clement']"
4 ROUTE DU CARMEL 91640 BRIIS-SOUS-FORGES,"['Ecole secondaire privee de la Trinite', 'College de La Trinite']"
40 RUE CARNOT 77300 FONTAINEBLEAU,"['Ecole primaire privee Saint-Louis', 'Ecole Primaire Privee Saint Louis']"
40 RUE JEAN DE LA FONTAINE 75016 PARIS 16,"[""Section d'enseignement professionnel du Lycee polyvalent prive Sainte Therese"", ""Apprentis d'Auteuil - Lycee Sainte-Therese"", ""Apprentis d'Auteuil - Internat Educatif et Scolaire (IES) Sainte Therese"", ""Apprentis d'Auteuil - Lycee Technologique Sainte-Therese""]"
40 RUE PIERRE GUERIN 75016 PARIS 16,"[""E.M.PR JARDIN D'ENFANTS NATIONS-UNIES 40 rue Pierre Guerin"", ""Ecole Jardin d'Enfants des Nations Unies""]"
40 RUE DES BOURDONNAIS 78000 VERSAILLES,"['Ecole elementaire privee Sainte Marie des Bourdonnais', 'Ecole Privee Sainte-Marie des Bourdonnais']"
41 PLACE JULES FERRY 92120 MONTROUGE,"[""Ecole 2D degre professionnel privee - Academie d'Art Dentaire"", ""IPSO Academie d'Art Dentaire Isabelle Dutel""]"
41 RUE DE FONTENAY 94300 VINCENNES,"['Ecole primaire privee Notre-Dame de La Providence', 'Lycee Notre-Dame de la Providence', 'Ecole Privee Notre Dame de la Providence']"
42 BIS RUE DU CHATEAU 77300 FONTAINEBLEAU,"['Lycee polyvalent prive Blanche de Castille', ""Section d'enseignement professionnel du lycee polyvalent prive Blanche de Castille"", 'Lycee Polyvalent Prive Blanche-de-Castille (ICEF)', 'Lycee Blanche-de-Castille (ICEF)']"
42 CHEMIN DE LA JUSTICE 92290 CHATENAY-MALABRY,"['Ecole primaire privee Montessori 21 de Chatenay-Malabry', 'Ecole Montessori 21 de Chatenay-Malabry']"
43 RUE BREBION 77400 LAGNY-SUR-MARNE,"['Lycee prive Saint-Laurent La Paix Notre-Dame', 'Ensemble Scolaire Saint-Laurent La Paix Notre-Dame, Lycee']"
43 RUE PASTEUR 77860 COUILLY-PONT-AUX-DAMES,"['Ecole primaire privee Sainte-Therese', 'Institution Sainte-Therese']"
43-49 RUE RAYMOND POINCARE 91330 YERRES,"['College Beth Rivkah', 'Lycee Beth Rivkah', 'College Beth Rivkah']"
44 AVENUE DE SAINT-CLOUD 78000 VERSAILLES,"['Lycee professionnel Saint-Vincent de Paul', 'Lycee Saint-Vincent-de-Paul']"
44 BOULEVARD VICTOR HUGO 92200 NEUILLY-SUR-SEINE,"['Ecole primaire privee Notre-Dame de Sainte Croix', 'Ecole Privee Notre Dame de Sainte-Croix']"
44 RUE GABRIEL PERI 92120 MONTROUGE,"[""Ecole primaire privee Jeanne d'Arc"", ""College Jeanne d'Arc"", ""Ecole Privee Jeanne-d'Arc"", ""College Prive Jeanne d'Arc"", ""Lycee Prive Jeanne-d'Arc""]"
44 RUE MARCEL GROSMENIL 94800 VILLEJUIF,"['College du groupe scolaire prive Education et Savoir', 'Lycee prive Education et Savoir', 'College Education et Savoir', 'Lycee Education et Savoir']"
45 AVENUE DU MANET 78180 MONTIGNY-LE-BRETONNEUX,"[""College Saint-Francois d'Assise"", ""College Prive Saint Francois d'Assise""]"
47 BOULEVARD DE PICPUS 75012 PARIS 12,"['E.P.PR SAINT-MICHEL DE PICPUS 47 boulevard de Picpus', 'Ecole Privee - Ensemble Scolaire Saint Michel de Picpus']"
47 RUE MONTCALM 75018 PARIS 18,"['E.P.PR SAINT-LOUIS 47 rue Montcalm', 'Ecole Privee Saint-Louis']"
5 AVENUE GEORGES CLEMENCEAU 94130 NOGENT-SUR-MARNE,"['Lycee Albert de Mun', 'Ecole primaire privee Albert de Mun', 'Ensemble Scolaire Prive Mixte Catholique Albert-de-Mun, Lycee']"
5 AVENUE D'EPREMESNIL 78400 CHATOU,"['College Perceval', 'Ecole 2D degre general privee de Perceval', 'Ecole elementaire privee Perceval', 'Ecole Perceval']"
5 AVENUE DU GENERAL DE GAULLE 93440 DUGNY,"['Lycee professionnel prive Robert Schuman', 'Lycee technologique prive Robert Schuman', 'Lycee Technique Robert Schuman']"
5 BIS RUE LACAILLE 75017 PARIS 17,"['E.P.PR SAINTE-MARTHE 5 bis rue Lacaille', 'Ecole Maternelle et Primaire Privee Sainte-Marthe, Ensemble Batignolles Epinettes']"
5 PLACE DE L'ANCIEN MARCHE 94130 NOGENT-SUR-MARNE,"['Ecole primaire privee Saint Andre', 'Ecole Privee Saint-Andre']"
5 RUE ANDRE LEFEBVRE 75015 PARIS 15,"['Ecole privee M Paris 15', 'Ecole M']"
5 RUE BLOMET 75015 PARIS 15,"['E.P.PR BLOMET 5 rue Blomet', 'College Prive Blomet, Ecole Normale Catholique']"
5 RUE EMILE ALLEZ 75017 PARIS 17,"[""E.P.PR MONTESSORI'S COOL 5 rue Emile Allez"", ""Ecole Montessori's Cool""]"
5 RUE GAMBETTA 95140 GARGES-LES-GONESSE,"['Annexe du college La Salle-Saint Rosaire de Sarcelles', 'Ensemble scolaire La Salle-St Rosaire, Annexe College Oscar Romero', 'Ecole Privee Oscar Romero Annexe']"
5 RUE ROBERT SCHUMAN 77330 OZOIR-LA-FERRIERE,"['Ecole primaire privee laique Lemon', 'College prive Lemon', 'Lemon Ecole']"
5 RUE DE CHAPONVAL 78870 BAILLY,"['Ecole elementaire privee Saint Bernard', 'College Saint-Bernard']"
5 RUE DE GARCHES 92210 SAINT-CLOUD,"['Ecole primaire privee Montessori Bilingue', 'Ecole Montessori Bilingue Maternelle et Primaire']"
5 RUE DE PARIS 95440 ECOUEN,"['College Sainte-Therese', 'Ecole primaire privee Sainte Therese', 'College Sainte-Therese', 'Ecole Privee Sainte-Therese']"
5 RUE DE ROUEN 95420 MAGNY-EN-VEXIN,"['Ecole primaire privee Institution Marie-Therese', 'College Marie-Therese', 'Ecole Privee Marie-Therese', 'College Prive Marie-Therese']"
5 RUE DE LA SANGLE 78200 MANTES-LA-JOLIE,"['Lycee Notre-Dame', 'Ecole elementaire privee Notre-Dame', 'College Notre-Dame', 'Ecole Privee Notre-Dame', 'College Prive Notre-Dame']"
50 AVENUE OTIS MYGATT 92500 RUEIL-MALMAISON,"['Lycee La Salle Passy Buzenval', 'College La Salle Passy Buzenval', 'Lycee La Salle - Passy Buzenval']"
50 RUE DES GRILLONS 92290 CHATENAY-MALABRY,"['Lycee Sophie Barat', 'College Sophie Barat', 'Ecole elementaire privee Sophie Barat', 'Groupe Scolaire Sophie Barat, Lycee Technique']"
55 RUE HENRI BARBUSSE 93130 NOISY-LE-SEC,"['Ecole primaire privee Sainte Croix', 'Ecole Privee Sainte-Croix']"
56 RUE PLANCHAT 75020 PARIS 20,"['Ecole Superieure Technique de Biologie Appliquee', 'ESTBA Ecole Superieure des Techniques de Biologie Appliquee']"
56 RUE RASPAIL 94700 MAISONS-ALFORT,"['Ecole primaire privee Notre-Dame', 'Ecole Privee Notre Dame']"
56 RUE DES MEUNIERS 75012 PARIS 12,"['E.P.PR SAINT-ESPRIT 56 rue des Meuniers', 'Ecole Privee Saint-Esprit']"
57 AVENUE DE LORRAINE 78110 LE VESINET,"['Ecole elementaire privee Pier Giorgio Frassati', ""Apprentis d'Auteuil - Ecole Pier Giorgio Frassati""]"
59 RUE NATIONALE 75013 PARIS 13,"['Ecole publicite presse relatuions publiques', 'IICP Ecole de Communication et Journalisme']"
6 AVENUE GAMBETTA 77140 NEMOURS,"['Ecole primaire privee Sainte-Marie', 'Ecole Privee La Salle Sainte Marie']"
6 PLACE CLAUDEL 78180 MONTIGNY-LE-BRETONNEUX,"[""Lycee Saint-Francois d'Assise"", ""Lycee Saint-Francois d'Assise""]"
6 PLACE DE LA VICTOIRE 94480 ABLON-SUR-SEINE,"[""Lycee prive l'Ecole Heureuse - LEH"", ""College prive l'Ecole Heureuse - LEH"", ""L'Ecole Heureuse"", ""Lycee L'Ecole Heureuse""]"
6 RUE BARBES 92300 LEVALLOIS-PERRET,"['Ecole maternelle privee - Ecole Montessori Bilingue de Levallois Perret', 'Ecole Montessori Bilingue de Levallois-Perret']"
6 RUE BEETHOVEN 75016 PARIS 16,"['International School of Paris (Ecole secondaire privee)', 'Ecole Secondaire Privee International School of Paris', 'International School of Paris']"
6 RUE GAMBETTA 78440 GARGENVILLE,"['Ecole elementaire privee Petite ecole bilingue', 'College Montessori de Gargenville Trilingue']"
6 RUE HENRI CLOPPET 78110 LE VESINET,"['Ecole elementaire privee Le Bon Sauveur', 'Lycee Le Bon Sauveur', 'College Le Bon Sauveur', 'Lycee Prive Le Bon Sauveur', 'College Prive Le Bon Sauveur']"
6 RUE HIPPOLYTE MAZE 78220 VIROFLAY,"[""Ecole elementaire privee Saint Francois d'Assise"", ""Ecole Privee Saint-Francois d'Assise""]"
6 RUE HISPANO SUIZA 92270 BOIS-COLOMBES,"['Ecole maternelle privee 123 mon ecole bois-colombes', '123 mon ecole Bois-Colombes']"
6 RUE DE ROCROY 75010 PARIS 10,"['E.P.PR SAINT-VINCENT DE PAUL 6 rue de Rocroy', 'Ecole Privee Rocroy Saint-Vincent de Paul']"
6 RUE DE VERDUN 94600 CHOISY-LE-ROI,"['Ecole primaire privee Saint Louis-Blaise Pascal', 'Ecole Privee Catholique Saint-Louis - Blaise-Pascal']"
6 RUE DE L'ABBE DUVAL 78130 LES MUREAUX,"['Ecole elementaire privee Sainte Marie', 'Ecole Primaire Privee Sainte-Marie']"
6 RUE DES MENUS 92100 BOULOGNE-BILLANCOURT,"['Ecole maternelle privee Petite Ecole Bilingue', 'La Petite Ecole Bilingue Montessori']"
6 RUE DU GENERAL COLIN 78400 CHATOU,"[""Ecole elementaire privee Jeanne d'Arc Notre-Dame"", ""Ecole Jeanne d'Arc - Notre Dame""]"
6 RUE DU PARCHAMP 92100 BOULOGNE-BILLANCOURT,"['College Saint-Joseph', 'Ecole primaire privee Saint Joseph du Parchamp', 'College Prive Saint-Joseph du Parchamp', 'Ecole Privee Saint-Joseph du Parchamp']"
62 RUE DU GENERAL DE GAULLE 77000 MELUN,"[""Ecole primaire privee Jeanne d'Arc"", ""Ecole Privee Mixte Catholique Sainte-Jeanne-d'Arc"", ""College Prive Sainte-Jeanne-d'Arc""]"
63 RUE AMPERE 75017 PARIS 17,"['Ecole des Techniciens Superieurs (Ecole secondaire professionnelle privee)', 'Institut superieur prive de Ressources informatiques', 'ETS Ecole Europeenne']"
63 RUE DE LA SANTE 75013 PARIS 13,"['E.P.PR NOTRE-DAME DE FRANCE 63 rue de la Sante', 'Ecole Privee Catholique - Groupe Scolaire Notre-Dame-de-France', 'College Prive Catholique - Groupe Scolaire Notre-Dame-de-France', 'Lycee Prive Catholique - Groupe Scolaire Notre-Dame-de-France']"
63-65 RUE ARMAND SILVESTRE 92400 COURBEVOIE,"['College Hautefeuille', 'College Prive Hautefeuille']"
68 RUE MARCEL MIQUEL 92130 ISSY-LES-MOULINEAUX,"['Ecole maternelle privee Montessori Bilingue Smiles n Kids', ""Ecole Montessori Bilingue Smiles'n Kids""]"
7 BIS RUE EMILE DUCLAUX 75015 PARIS 15,"['E.M.PR FIRST STEPS 7 bis rue Emile duclaux', 'Ecole First Steps']"
7 RUE BEZIEL 78120 RAMBOUILLET,"['Lycee Sainte-Therese', 'Lycee Prive Sainte-Therese']"
7 RUE EDGAR QUINET 92800 PUTEAUX,"['College Bienheureux Charles de Foucauld', 'College Prive Bienheureux Charles de Foucauld']"
7 RUE JEAN CHARDAVOINE 93240 STAINS,"['Lycee general prive Sainte Marie', 'College Sainte-Marie', 'Ecole primaire privee Sainte Marie', 'Lycee Sainte-Marie de Stains', 'College Sainte Marie de Stains', 'Ecole maternelle et elementaire Sainte-Marie de Stains']"
7 RUE JEAN COTTIN 75018 PARIS 18,"['E.P.PR LE SACRE-COEUR 7 rue Jean Cottin', 'Ecole Privee Le Sacre-Coeur']"
7 RUE DE RUEIL 92310 SEVRES,"[""College Sainte-Jeanne d'Arc"", ""Ecole primaire privee Sainte Jeanne d'Arc"", ""College Prive Sainte-Jeanne-d'Arc"", ""Ecole Privee Sainte-Jeanne-d'Arc""]"
7 RUE DE LA QUARANTAINE 91100 CORBEIL-ESSONNES,"['College Saint-Spire', 'College Prive Saint-Spire - Institution Saint-Spire']"
7 RUE DE LA VEGA 75012 PARIS 12,"[""Etablissement Prive d'Enseignement Superieur Technique Association APEPSUP"", 'APEP SUP']"
7 RUE DU DOCTEUR BERGER 92330 SCEAUX,"[""Ecole primaire privee Sainte Jeanne d'Arc"", ""Ecole Primaire - Groupe Scolaire Sainte-Jeanne d'Arc""]"
7-11 AVENUE DES CHASSEURS 75017 PARIS 17,"['Ecole privee de Dessin technique et artistique Sornas', 'IDRAC Ecole Superieure de Commerce']"
70 RUE DE MONTGERON 91800 BRUNOY,"['Ecole primaire privee Saint Pierre', 'College Saint-Pierre', 'Lycee polyvalent Saint-Pierre', 'Lycee polyvalent Saint-Pierre']"
70 RUE DU THEATRE 75015 PARIS 15,"['E.E.PR JEANNINE MANUEL 70 rue du Theatre', 'Lycee Jeannine Manuel']"
71 RUE DE PARIS 92110 CLICHY,"[""Ecole elementaire privee centre de reference pour l'evaluation neuropsychologique de l'enfant"", ""Ecole secondaire privee du Centre de reference pour l'evaluation neuropsychologique de l'enfant (CERENE)"", 'Ecole CERENE']"
72 BOULEVARD DE LA SAUSSAYE 92200 NEUILLY-SUR-SEINE,"['Ecole secondaire privee Marymount School', 'Ecole primaire privee Cours Marymount', 'Cours Prive Marymount International School, maternelle et elementaire']"
72 RUE RAYNOUARD 75016 PARIS 16,"['E.P.PR SAINT-JEAN DE PASSY 72 rue Raynouard', 'College Prive Saint-Jean-de-Passy, Unite Saint-Jean', 'Lycee Prive Saint-Jean-de-Passy - CPGE', 'Ecole Privee Saint-Jean-de-Passy']"
72 RUE VOLANT 92000 NANTERRE,"['Ecole primaire privee Sainte Genevieve', 'Ecole Primaire Privee Sainte-Genevieve']"
72 RUE DE LA REPUBLIQUE 95100 ARGENTEUIL,"['Ecole primaire privee Sainte Genevieve', 'Ecole Privee Sainte-Genevieve']"
74 QUAI DE LA LOIRE 75019 PARIS 19,"['E.P.PR MONTESSORI 21 PARIS JAURES 74 quai de la Loire', 'Ecole Montessori 21']"
77 RUE TRUFFAUT 75017 PARIS 17,"['E.E.PR SAINTE-MARIE DES BATIGNOLLES 77 rue Truffaut', 'Ecole Primaire Sainte Marie des Batignolles - Ensemble Batignolles Epinettes']"
78 RUE DE PARIS 78550 HOUDAN,"[""Ecole elementaire privee Sainte Jeanne d'Arc"", ""Ecole Privee Sainte-Jeanne d'Arc""]"
79 RUE DE PARIS 93000 BOBIGNY,"['Ecole ECOFIH', 'Ecole Hoteliere ECOFIH']"
8 A 12 RUE DE LA TOUR 78360 MONTESSON,"['College Sainte-Anne', 'Externat Prive Sainte-Anne']"
8 PLACE DE VAUCELLES 95150 TAVERNY,"['Ecole primaire privee Sainte Marie', 'Ecole Privee Sainte-Marie']"
8 PLACE DES MINIMES 77170 BRIE-COMTE-ROBERT,"['Ecole primaire privee Sainte-Colombe', 'Ecole Primaire Privee Sainte Colombe']"
8 QUAI DE L'ESSONNE 91100 CORBEIL-ESSONNES,"['Lycee polyvalent Saint Leon', 'Lycee Professionnel Saint-Leon - Institution Saint-Spire', 'Lycee Polyvalent General Saint-Leon - Institution Saint-Spire']"
8 RUE CHAMPIONNET 75018 PARIS 18,"['E.P.PR SAINTE-MARIE 8 rue Championnet', 'College Prive Saint-Vincent - Groupe Scolaire La Madone', 'Ecole Privee Sainte-Marie - Groupe Scolaire La Madone']"
8 RUE EMILE VERHAEREN 92210 SAINT-CLOUD,"['College Saint-Joseph', 'Ecole primaire privee Saint Joseph', 'Ecole Privee Saint-Joseph', 'College de garcons Prive Saint-Joseph']"
8 RUE PIERRE YPRES 77160 PROVINS,"['Ecole primaire privee Sainte Croix', 'Ecole Primaire Privee Sainte-Croix']"
8 RUE YVES DU MANOIR 92420 VAUCRESSON,"['Lycee P. Suger', 'College Suger', 'College Prive Suger']"
80 RUE BOILEAU 75016 PARIS 16,"['E.P.PR LAMAZOU 80 rue Boileau', 'Ecole Privee Lamazou']"
82 AVENUE GAMBETTA 93170 BAGNOLET,"[""Lycee polyvalent prive Saint Benoist de l'Europe"", ""Lycee de l'Ensemble Scolaire Saint-Benoist de l'Europe"", ""Ensemble Scolaire Saint-Benoist de l'Europe - Lycee Professionnel""]"
83 BOULEVARD EXELMANS 75016 PARIS 16,"['Lycee prive MCCAXES', 'College prive MCCAXES', 'Acadomia']"
84 RUE VICTOR BASCH 94320 THIAIS,"['Ecole maternelle privee Sainte Marie', 'Ecole Privee Sainte-Marie']"
85 RUE DE PARIS 95380 LOUVRES,"['Ecole elementaire privee Institut Paul Ricoeur', 'Lycee Paul Ricoeur', 'Institut Paul Ricoeur', 'Ecole Primaire Privee Institut Paul Ricoeur']"
87 RUE DU CHATEAU 92100 BOULOGNE-BILLANCOURT,"['Ecole maternelle privee 123 mon ecole boulogne-billancourt', '123 mon ecole Boulogne-Billancourt']"
89 RUE OLIVIER DE SERRES 75015 PARIS 15,"['E.P.PR SAINT JEAN 89 rue Olivier de Serres', 'Ecole Privee Saint Jean, Ecole Normale Catholique']"
9 RUE DIEU 75010 PARIS 10,"['College Prive Institut du Marais-Charlemagne-Polles', 'Lycee Institut du Marais Charlemagne Cours Polles']"
9 TER RUE DE LIMOGES 78000 VERSAILLES,"[""Ecole generale et technologique privee Cours Versaillais Igecom Sup'"", 'IGECOM']"
92 RUE DU PRESIDENT ROOSEVELT 78500 SARTROUVILLE,"['Ecole elementaire privee Saint Martin', 'Ecole Privee Saint-Martin']"
97 RUE ROYALE 78000 VERSAILLES,"['Lycee professionnel Notre-Dame du Grandchamp', 'Notre-Dame du Grandchamp', 'Lycee Professionnel Notre-Dame du Grandchamp']"
98 RUE DIDOT 75014 PARIS 14,"['Lycee general prive Georges Gusdorf', 'College prive Georges Gusdorf', 'E.P.PR GEORGES GUSDORF 98 rue Didot', 'IFSI de la CRF Suzanne Perouse de Paris Croix-Rouge Francaise', 'Ecole Georges Gusdorf']"
99 RUE DE L'EGLISE 77115 SIVRY-COURTRY,"['Ecole primaire privee Sainte-Marie', 'Ecole Privee Sainte-Marie']"
ALLEE GOLDA MEIR 78990 ELANCOURT,"['Ecole elementaire privee Sainte Therese', 'Ecole Privee Sainte-Therese']"
ROND-POINT DE LA TOUR DU MAIL 95117 SANNOIS,"[""College Prive Saint Jean - L'Hermitage"", ""Apprentis d'Auteuil - Internat Educatif et Scolaire du College prive Saint-Jean""]"
RUE DE PROVINS 77174 VILLENEUVE-LE-COMTE,"['Ecole primaire privee Saint-Pierre', ""Apprentis d'Auteuil - College Pere Jacques""]"
 CHEMIN DES MARMOUSETS 94510 LA QUEUE-EN-BRIE,"['Lycee professionnel prive Sports etudes de Paris (SEDP)', 'Lycee general et technologique prive Sports etudes de Paris (SEDP)', 'College prive Sports etudes de Paris (SEDP)']"
1  RUE DES COQUETIERS 95200 SARCELLES,['Ecole primaire privee Torat Emet']
1 BOULEVARD DU NORD 93340 LE RAINCY,['Ecole primaire privee Tebrotzassere']
1 IMPASSE DE L'ABBAYE 94100 SAINT-MAUR-DES-FOSSES,"[""IME de L'Abbaye""]"
1 RUE DE MONTAUBAN 93410 VAUJOURS,['Ecole primaire privee Fenelon']
1 RUE DES PIEUX 95100 ARGENTEUIL,"[""Institut medico educatif Les coteaux d'Argenteuil""]"
1 RUE P LEBON 93190 LIVRY-GARGAN,['IME Livry-Gargan']
1 A 35 RUE MARGOT 91170 VIRY-CHATILLON,['College Saint-Louis - Saint-Clement']
1 AVENUE CHARLES DE GAULLE 92100 BOULOGNE-BILLANCOURT,['Lycee Notre-Dame-de-Boulogne']
1 AVENUE GEORGES POMPIDOU 95580 MARGENCY,"['College Notre-Dame de Bury-Annexe du college Le Rosaire de St-Leu-la-Foret', 'Lycee Notre-Dame de Bury']"
1 AVENUE DE RATISBONNE 91000 EVRY-COURCOURONNES,['College Notre-Dame de Sion']
1 AVENUE DE VERDUN 95301 PONTOISE,['Lycee Saint-Martin de France']
1 AVENUE DES ETANGS 78170 LA CELLE-SAINT-CLOUD,['Ecole primaire privee Alef Beth Chaoul']
1 AVENUE DU GOFL 78114 MAGNY-LES-HAMEAUX,['Ecole secondaire privee Institut FFGOLF de Haut niveau']
1 AVENUE DU GOLF 78114 MAGNY-LES-HAMEAUX,['Ecole generale et technologique privee Institut FFGOLF Haut niveau']
1 BIS AVENUE DE L'ARMEE LECLERC 91600 SAVIGNY-SUR-ORGE,['College Cohen Tenoudji']
1 BIS RUE DE BROGLIE 77400 SAINT-THIBAULT-DES-VIGNES,['ITEP de Saint-Thibault des Vignes']
1 BOULEVARD GALLIENI 94366 BRY-SUR-MARNE,['Ecole primaire privee Saint Thomas de Villeneuve']
1 CHEMIN DU PONT 95640 MARINES,['Institut therapeutique educatif et pedagogique PABLO FREIRE']
1 DOMAINE DU VIGNOIS 77440 ARMENTIERES-EN-BRIE,['Ecole primaire privee David Tsemah']
1 DU GENERAL GALLIENI 94360 BRY-SUR-MARNE,['College prive Saint-Thomas de Villeneuve']
1 IMPASSE DE LA POSTE 93290 TREMBLAY-EN-FRANCE,"['IMP Le Petit Orme', 'IME Le Petit Orme']"
1 PLACE CHARLES DE GAULLE 93250 VILLEMOMBLE,['Lycee general prive Blanche de Castille']
1 PLACE CLOS SAINT-GEORGES 77600 BUSSY-SAINT-GEORGES,['Lycee polyvalent Maurice Rondeau']
1 PLACE DE CHEVRY 91190 GIF-SUR-YVETTE,['Ecole elementaire privee Le Jardin des Capucines - Ecole Montessori']
1 PLACE DU THEATRE 92800 PUTEAUX,['Ecole elementaire privee Montessori Beautiful Minds']
1 PLACE DU CLOS SAINT GEORGES 77600 BUSSY-SAINT-GEORGES,"[""Section d'enseignement professionnel du lycee polyvalent prive Maurice Rondeau""]"
1 PLACE DU CLOS SAINT-GEORGES 77600 BUSSY-SAINT-GEORGES,['College prive Maurice Rondeau']
1 ROUTE DE FEROLLES 77170 BRIE-COMTE-ROBERT,['Ecole elementaire privee Montessori Here and Now']
1 ROUTE DE TREMBLAY 93420 VILLEPINTE,['I.M.E. de SOUBIRAN']
1 RUE ANDRE BOULE 94000 CRETEIL,['Ecole primaire privee Ozar Hatorah']
1 RUE D'ESTIENNE D'ORVES 94480 ABLON-SUR-SEINE,['Ecole primaire privee Sacre-Coeur']
1 RUE DES PEUPLIERS 95490 VAUREAL,['Ecole primaire privee Talentiel']
1 RUE DU CHATEAU TACHY 77650 CHALMAISON,['Ecole secondaire privee Ecole de la Neuville']
1 RUE DU MARECHAL JOFFRE 77660 SAINT-JEAN-LES-DEUX-JUMEAUX,['Ecole primaire privee Notre Dame des Lys']
1 RUE DU CHATEAU TACHY 77650 CHALMAISON,['Ecole primaire privee de La Neuville']
1 RUE DUPIN 75006 PARIS  6,"['College prive Cours Montaigne', 'Cours Montaigne (Ecole secondaire privee)']"
1 RUE ERIC TABARLY 93140 BONDY,"[""Ecole elementaire privee La Plume de l'Education""]"
1 RUE ERIC TABARLY 93140 BONDY,"[""College prive La plume de l'education"", ""Lycee general prive La Plume de l'Education""]"
1 RUE GAMBETTA 95400 VILLIERS-LE-BEL,"['Ecole primaire privee Saint Didier', 'College Saint-Didier']"
1 RUE HENRI TUROT 75019 PARIS,"[""College prive N'R Hatorah""]"
1 RUE JEAN VERON 77500 CHELLES,['Ecole primaire privee Guy Gasnier']
1 RUE JEAN LURCAT 95200 SARCELLES,"['College Ozar Hatorah', 'Lycee Ozar Hatorah']"
1 RUE LENINE 94200 IVRY-SUR-SEINE,['Institut de Management de Paris']
1 RUE LEON RENARD 91160 LONGJUMEAU,['Ecole primaire privee Sainte Anne']
1 RUE NATIONALE 95490 VAUREAL,['Dispositif Institut Therapeutique Educatif et Pedagogique Clos Levallois']
1 RUE OLYMPE DE GOUGE 95400 VILLIERS-LE-BEL,"[""IME Pole Enfance Val d'Oise la Boussole Bleue""]"
1 RUE SAINT MERRY 77300 FONTAINEBLEAU,"[""College Jeanne d'Arc-Saint-Aspais""]"
1 RUE D'ESTIENNE D'ORVES 94480 ABLON-SUR-SEINE,['College prive du Sacre-Coeur']
1 RUE DE LOUVENCOURT 78160 MARLY-LE-ROI,['Ecole elementaire privee Blanche de Louvencourt']
1 RUE DE LA CROIX FAUBIN 75011 PARIS 11,"[""Centre d'Aide aux Enfants Paralyses La Croix Faubin""]"
1 RUE DU CHANOINE BOYER 78000 VERSAILLES,['Ecole elementaire privee Saint Symphorien']
1 SQUARE BENJAMIN FRANKLIN 78180 MONTIGNY-LE-BRETONNEUX,['Ecole Superieure ENSUP']
